latitude,longitude
35.659940425,139.77573135
35.66038905,139.77926109999999
35.662418175,139.781094025
35.6628329,139.78141770000002
35.663631125,139.783252725
35.6671123,139.78315012500002
35.665690375,139.78649339999998
35.673881574999996,139.78336485
35.6751498,139.782252075
35.675258750000005,139.781247025
35.67572905,139.780600625
35.67584050000001,139.779862925
35.67550165,139.778233625
35.675527,139.777241325
35.674383175,139.7759354
35.6728249,139.77581775
35.67408545,139.77494785000002
35.6751745,139.774209575
35.676621624999996,139.77264639999999
35.676784925,139.77591785
35.6797162,139.775117875
35.68183245,139.77598947500002
35.681878675,139.77174525
35.681843625,139.771066
35.684172249999996,139.77068035
35.684327075,139.77060087499999
35.684429875,139.77186732500002
35.6877626,139.766212575
35.6896852,139.76599607499998
35.691345150000004,139.7675524
35.693205649999996,139.76589325
35.6935936,139.7668241
35.69393435,139.765414275
35.694970325,139.765417875
35.69559025,139.764989125
35.695152125,139.76354835
35.693289725,139.7635664
35.694027375,139.762402825
35.694231349999995,139.76161015
35.692501175000004,139.76075335000002
35.692611325,139.7594878
35.690748575,139.758206325
35.69087865,139.757736475
35.693448825000004,139.75708147499998
35.6950162,139.75658235
35.69544035,139.757492625
35.6952767,139.757941375
35.6963533,139.75742025
35.69658465,139.7568881
35.69713155,139.75709609999998
35.697510475,139.75727205
35.6980735,139.757310825
35.697295499999996,139.7583024
35.696969875,139.7588853
35.6963565,139.75938425
35.69661669999999,139.759780575
35.6964057,139.760014475
35.696176300000005,139.759824775
35.69601085,139.760043075
35.695657275,139.760800675
35.695174699999995,139.76034555
35.694785625,139.760344975
35.6948966,139.75976175000002
35.695395600000005,139.75934095000002
35.695332975,139.758920875
35.69533680000001,139.758765925
35.695522249999996,139.75871317500003
35.696071675,139.75889504999998
35.696520424999996,139.7595354
35.697596725000004,139.75965945
35.69638835,139.761016975
35.696098775,139.76133002499998
35.69612495,139.761306525
35.696472575,139.761384875
35.69650850000001,139.76166452500001
35.699267325,139.7631798
35.699239475,139.76383485
35.699575325,139.76426365
35.699448974999996,139.764714
35.699314925,139.764999875
35.699069699999995,139.765129275
35.698957050000004,139.764292925
35.698833625,139.7660675
35.699015625,139.76637829999999
35.697998475000006,139.76804562499998
35.697425,139.768039325
35.696618675,139.767862025
35.69608895,139.767749675
35.69626095,139.76877555
35.696546149999996,139.7688941
35.695343125,139.769267525
35.694968625,139.7683145
35.695133375,139.767748525
35.6952568,139.76728085000002
35.693567675,139.768222175
35.69335705,139.7678039
35.693006775,139.76841585
35.693552100000005,139.769634075
35.69408357499999,139.770218125
35.69439355,139.77076135
35.694754575000005,139.77060992499997
35.696012350000004,139.771300825
35.69732582500001,139.77136382499998
35.698220774999996,139.77213625
35.698672275,139.77217915
35.698384975,139.77185635
35.700301925,139.77198105
35.70063412499999,139.77244050000002
35.701228099999994,139.77199415
35.7015709,139.771615375
35.702094325000004,139.771873975
35.7019196,139.77134842499999
35.701277725,139.77106525
35.700800924999996,139.77061215
35.70032904999999,139.77023052500002
35.69941035,139.7701396
35.69922857500001,139.76966495
35.697972575,139.769409
35.70027782499999,139.768858775
35.701302774999995,139.76936465
35.701743975,139.76924995
35.701657975,139.76862632499999
35.702604925,139.7696717
35.7028744,139.77019470000002
35.703143,139.771130075
35.703494975,139.7714691
35.7039566,139.7714368
35.7043356,139.77091495
35.70488285,139.77125934999998
35.705445525,139.77134315
35.704947125,139.7727909
35.7056552,139.7728108
35.70603385,139.773155075
35.705710575,139.77381845
35.70562125,139.774348325
35.706130474999995,139.77443664999998
35.706740825,139.774949475
35.706339225,139.775464275
35.7078594,139.77534062499998
35.708228925,139.775208075
35.70836355,139.775450225
35.708765775,139.7755267
35.708863325,139.775780425
35.708600974999996,139.77579055
35.709321675,139.775542975
35.709664724999996,139.775107875
35.709039000000004,139.77420115
35.708620475000004,139.77390555
35.708284375,139.773998225
35.708230875,139.77418195
35.708274349999996,139.7743376
35.708227125,139.7743955
35.707607800000005,139.7739431
35.7074001,139.77376835
35.70710495,139.77413932500002
35.707075825,139.773637625
35.707318799999996,139.77326155000003
35.7074073,139.772583875
35.707408925,139.77247482500002
35.707653775,139.7722154
35.707967275,139.772375525
35.7082945,139.77232835
35.708505775,139.772420675
35.7087765,139.77248387499998
35.708543725,139.77221337499998
35.708459675,139.771987325
35.708314400000006,139.77192615
35.708118125,139.7716824
35.708664175,139.77164109999998
35.708744225000004,139.771514175
35.709147625,139.7715144
35.70940134999999,139.771788475
35.7092745,139.77239985
35.7092299,139.7725363
35.709678000000004,139.7728353
35.709719675,139.77307457499998
35.710420750000004,139.7730989
35.71070445,139.773108425
35.711306074999996,139.77319035
35.711722574999996,139.77402957500001
35.711933650000006,139.77446344999998
35.712318025,139.7746461
35.712044475,139.775013975
35.711203,139.77498782499998
35.710975825,139.775183975
35.7108703,139.77491974999998
35.7105701,139.774864025
35.7106798,139.775188125
35.710293775000004,139.7754011
35.710178174999996,139.77506335
35.710098625,139.774244525
35.7101454,139.774031825
35.709967425,139.77404345000002
35.709326525,139.77364405
35.7090713,139.77292025
35.708466025,139.77351
35.708402125000006,139.7735215
35.708114925,139.77352335
35.7082573,139.7728272
35.708055525,139.77227247500002
35.70776695,139.77146700000003
35.708000625,139.7712165
35.70801735,139.771092375
35.7078929,139.771043375
35.707785925,139.77085847499998
35.7076531,139.77087535
35.707641699999996,139.7705682
35.70771417500001,139.770508525
35.707634,139.770360675
35.707711849999995,139.77026130000002
35.7077951,139.770171125
35.70807285,139.7703373
35.708477800000004,139.77027915
35.708624,139.769885875
35.7088851,139.77022734999997
35.709140775,139.77049577500003
35.7092447,139.771038025
35.708363399999996,139.770973175
35.70833115,139.77120810000002
35.70836205,139.771039975
35.707541625000005,139.771184625
35.707388425000005,139.7712493
35.707058075,139.771504525
35.706236175,139.771088175
35.7059274,139.77068342500002
35.705522375,139.770842075
35.705614475,139.7700822
35.706011125,139.769516225
35.707190100000005,139.76978585
35.7074406,139.77027265
35.7079197,139.769525575
35.70766102499999,139.76905875
35.708542325,139.768868625
35.707628825,139.767231275
35.70700665,139.76774387499998
35.706712925,139.76783052500002
35.70648815,139.76709045
35.707434025,139.76571385
35.707181725,139.76494317499998
35.7056901,139.7645398
35.70526785,139.76426665
35.705860650000005,139.7631852
35.7064706,139.762747675
35.706042,139.76170507499998
35.706545025,139.76145544999997
35.706949824999995,139.761447025
35.707780799999995,139.7612611
35.70767005,139.76022495
35.707540025,139.759999475
35.707033124999995,139.760236625
35.70620925,139.76064064999997
35.705496624999995,139.760631
35.705109675,139.76091622500002
35.7050381,139.760231325
35.704509099999996,139.761928175
35.704105425,139.762422175
35.70379855,139.765584125
35.703193424999995,139.76580272500001
35.702463675000004,139.76595667499998
35.7017833,139.766431925
35.7020617,139.767613325
35.7033644,139.76907175
35.704248050000004,139.76980600000002
35.704603225,139.768734475
35.704608275,139.77074585000003
35.69949162499999,139.759874325
35.6993758,139.758255025
35.69857735,139.7569789
35.698813900000005,139.75619345
35.69772415,139.755631375
35.696547100000004,139.7559593
35.696192075,139.75636310000002
35.695567225,139.756190075
35.69554,139.7550523
35.69675565,139.75404387499998
35.69840795,139.75389249999998
35.696264400000004,139.75152417500001
35.698024575000005,139.75119045
35.698692900000005,139.750467325
35.700067250000004,139.7492096
35.701320275,139.747824875
35.701711125,139.74645355
35.701684799999995,139.745805375
35.701455249999995,139.74536475
35.701045225,139.745701725
35.701179124999996,139.74625344999998
35.700647225,139.74622835
35.699418925,139.7453196
35.699061549999996,139.74523835
35.699281825,139.74494105
35.699553925000004,139.743484475
35.695285225,139.74643405
35.6938512,139.745735825
35.692849575,139.7440689
35.692192925,139.74374490000002
35.692543125,139.74275864999998
35.6925479,139.74212395
35.692014775,139.7408792
35.691537575,139.739297975
35.692076925,139.73798169999998
35.694293525,139.73732525
35.698067325,139.740125675
35.700282425,139.73988615000002
35.700859775,139.739830675
35.700851125,139.73940105
35.701513475,139.739569275
35.70195355,139.739367125
35.701885825000005,139.73869515
35.70225175,139.73817747500001
35.702443675,139.737861075
35.702775125,139.7374023
35.703027399999996,139.7367606
35.703097025,139.738503475
35.7038159,139.7366189
35.70380395,139.7360295
35.703875975,139.73518955
35.705092775000004,139.73508969999997
35.7041834,139.73359895
35.704048099999994,139.732859775
35.704856275,139.731794925
35.705842475,139.730913275
35.705446800000004,139.73076495
35.707383650000004,139.731047
35.70838705,139.7310735
35.7085212,139.73015385
35.709384025,139.730483275
35.709566075000005,139.73095110000003
35.70927515,139.73176882500002
35.708293,139.73272775
35.708722975,139.733886675
35.70812305,139.73443417500002
35.70762705,139.736272275
35.70945985,139.737478025
35.70968985,139.7399124
35.711550475,139.74022935
35.7057341,139.74107427500002
35.70538175,139.74168889999999
35.7037325,139.74079835
35.702987075,139.7400122
35.70247215,139.74009205
35.7021583,139.74009865
35.70209245,139.740378775
35.701907825000006,139.740361025
35.701310525,139.740304725
35.700916375,139.740370225
35.70110615,139.74071487499998
35.7010335,139.74104269999998
35.700819975,139.74135225
35.700830275,139.741763525
35.700649025,139.74203527499998
35.700768100000005,139.74238402499998
35.700927725,139.74279745
35.701198475,139.742447575
35.7020249,139.742972775
35.702193225,139.7439311
35.7027702,139.74259684999998
35.701962075,139.741404325
35.70148915,139.741456675
35.70146115,139.741200275
35.701940025000006,139.740845925
